customer_id,credit_score,geography,gender,age,tenure,num_of_products,balance,estimated_salary,has_credit_card,is_active_member,exited,age_group,balance_group,tenure_group,num_of_products_group
15784594,549,Germany,Female,37,1,2,130622.3,128499.9,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15662574,636,Spain,Male,37,1,1,115137.3,52484,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15721047,578,Germany,Male,37,1,1,135650.9,199428.2,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15611186,609,France,Male,37,1,1,39344.8,178291.9,TRUE,TRUE,TRUE,Mid-Age,Low Balance,New,1 Product
15583371,632,Spain,Male,37,1,1,138207.1,60778.1,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15808930,531,France,Female,37,1,1,0,4607,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15598838,659,France,Female,37,1,1,151105.7,140934.6,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15810485,486,Germany,Male,37,1,1,101438,51364.6,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15722479,707,France,Male,37,1,2,0,6035.5,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15735330,553,France,Male,37,1,1,0,30461.5,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15753895,590,Spain,Male,37,1,2,0,133536,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15751032,629,Germany,Female,37,1,2,35549.8,49676.3,FALSE,FALSE,FALSE,Mid-Age,Low Balance,New,2-3 Products
15632882,684,Germany,Male,37,1,2,126817.1,29995.8,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,2-3 Products
15668009,747,Spain,Male,37,1,2,0,180551.8,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15629519,472,France,Female,37,1,2,0,48357.9,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15756992,701,France,Male,37,1,2,0,163457.5,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15760431,850,France,Male,38,1,2,0,80006.6,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15805062,667,Spain,Male,38,1,1,87202.4,77866.9,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15629448,632,Spain,Male,38,1,1,120599.2,92816.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15808017,545,France,Male,38,1,2,88293.1,24303,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15787772,759,France,Female,38,1,1,104091.3,91561.9,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15649523,581,France,Male,38,1,2,0,46176.2,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15631072,690,France,Male,38,1,2,94456,55034,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15693381,533,Spain,Male,38,1,2,135289.3,152956.3,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15606841,823,France,Male,38,1,2,0,156603.7,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15588219,850,France,Female,38,1,2,106871.8,29333,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15641629,537,Spain,Female,38,1,2,0,41234,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15682547,649,France,Male,38,1,1,122214,88965.5,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15730433,580,Germany,Female,38,1,1,128218.5,125953.8,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15746422,636,France,Female,38,1,1,0,45015.4,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15677804,783,Spain,Male,38,1,3,0,80178.5,TRUE,TRUE,TRUE,Mid-Age,No Balance,New,2-3 Products
15648225,652,Spain,Female,38,1,1,103895.3,159649.4,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15766163,676,France,Male,38,1,2,0,35644.8,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15593900,705,France,Male,38,1,1,189443.7,106648.6,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15801821,691,France,Male,38,1,2,0,44653.5,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15694890,588,France,Male,38,1,1,124271.3,75969.2,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15738220,800,Spain,Male,38,1,2,0,51553.4,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15576550,619,Spain,Female,38,1,1,0,112442.6,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15680597,784,Germany,Male,38,1,1,138515,171768.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15621440,694,France,Male,38,1,2,0,156858.2,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15627002,728,France,Male,38,1,1,115934.7,139059,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15803078,635,Spain,Female,38,1,2,0,90605.1,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15602500,850,Spain,Male,38,1,1,146344,103902.1,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15573851,735,France,Female,38,1,3,0,92220.1,FALSE,FALSE,TRUE,Mid-Age,No Balance,New,2-3 Products
15814236,537,Spain,Female,38,1,1,96939.1,102606.9,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15814033,759,Spain,Male,38,1,2,0,20778.4,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15603880,519,Germany,Male,38,1,1,114141.6,60988.2,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15677550,755,France,Female,38,1,2,0,20734.8,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15807473,503,France,Male,38,1,2,0,95153.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15604706,581,Germany,Male,38,1,1,133105.5,105732.9,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15580872,761,Germany,Female,38,1,2,120530.1,109394.6,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15783883,753,Germany,Female,38,1,1,117314.9,122021.3,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15690372,553,Spain,Male,38,1,2,181110.1,184544.6,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15643056,755,Germany,Female,38,1,1,82083.5,10333.8,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15699963,571,France,Male,38,1,1,121405,154844.2,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15696287,682,Germany,Female,38,1,1,116520.3,49833.5,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15625501,570,Germany,Male,38,1,1,127201.6,147168.3,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15759387,598,Germany,Male,38,1,1,101487.2,75959.1,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15781619,785,France,Female,38,1,1,0,134964.9,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15667633,612,France,Female,38,1,2,0,9209.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15775104,697,France,Female,38,1,1,182065.9,49503.5,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15619340,597,Spain,Male,38,1,2,0,41303.3,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15663770,802,France,Male,38,1,1,142557.1,172497.7,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15757425,716,France,Female,38,1,2,0,99661.5,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15742879,668,Spain,Male,38,1,1,147904.3,69370.1,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15673084,645,Spain,Male,38,1,1,68079.8,166264.9,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15586848,706,France,Male,38,1,2,0,122379.5,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15724444,567,France,Female,38,1,2,125877.6,107841.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15692235,750,France,Female,38,1,2,0,47765,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15667438,675,France,Female,38,1,1,104016.9,22068.8,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15741403,698,Spain,Female,38,1,1,171848.4,16957.5,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15724200,584,France,Male,38,1,1,115341.6,173632.9,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15701354,699,France,Female,39,1,2,0,93826.6,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15771977,730,France,Female,39,1,1,99010.7,194945.8,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15633897,725,Germany,Male,39,1,2,50881,184023.5,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15681174,730,France,Male,39,1,1,116537.6,145679.6,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15704763,523,Germany,Female,39,1,1,143903.1,118711.8,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15766686,659,Germany,Female,39,1,1,104502.1,20652.7,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15709846,840,France,Female,39,1,1,94969,84487.6,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15726589,540,Germany,Male,39,1,1,82531.1,114092.5,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15711618,704,Germany,Female,39,1,1,124640.5,116511.1,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15613216,639,Spain,Female,39,1,1,141789.1,92456,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15604355,519,France,Male,39,1,1,97700,30709,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15708513,446,France,Female,39,1,1,90217.1,191350.5,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15621435,623,France,Female,39,1,1,160903.2,78774.4,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15801152,553,Spain,Female,39,1,2,142877,44363.4,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15778005,785,France,Female,39,1,1,130148,163798.4,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15783349,481,Spain,Male,39,1,1,111233.1,123995.1,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15608408,598,Spain,Male,39,1,2,0,159130.3,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15648067,583,France,Male,39,1,2,129299.3,73107.6,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15674368,738,France,Female,39,1,2,94435.4,189430.9,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15661591,413,Germany,Male,39,1,2,130969.8,158891.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15683363,540,Spain,Male,39,1,1,0,108419.4,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15673877,490,France,Male,39,1,3,0,171060,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,2-3 Products
15651627,628,Germany,Male,39,1,1,115341.2,107674.3,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15575243,764,France,Female,39,1,2,129068.5,187905.1,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15694677,733,France,Male,39,1,2,0,141841.3,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15656417,582,France,Female,39,1,2,132077.5,192255.1,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15681476,520,France,Female,39,1,1,73493.2,109626.1,FALSE,TRUE,TRUE,Mid-Age,Average Balance,New,1 Product
15611729,703,Germany,Male,39,1,1,141559.5,31257.1,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15736578,539,France,Male,39,1,1,0,28184.7,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15791452,675,France,Male,39,1,2,0,153129.2,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15635703,729,Germany,Female,39,1,1,131513.3,193715,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15638621,735,Spain,Male,39,1,1,60375,40223.7,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15763907,820,France,Female,39,1,1,104614.3,61538.4,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15574523,576,France,Male,39,1,2,0,68814.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15616367,581,Germany,Male,39,1,1,121523.5,161655.5,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15779423,716,France,Male,39,1,2,70657.6,76476.1,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15756850,479,France,Male,40,1,2,0,114996.4,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15694408,749,France,Male,40,1,1,139290.4,182855.4,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15601274,667,Spain,Female,40,1,1,146502.1,19162.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15806467,568,Germany,Male,40,1,1,99282.6,134600.9,FALSE,FALSE,TRUE,Mid-Age,Average Balance,New,1 Product
15642041,727,Germany,Male,40,1,2,93051.6,71865.3,TRUE,FALSE,TRUE,Mid-Age,Average Balance,New,2-3 Products
15747591,665,Spain,Female,40,1,1,173432.5,116766.8,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15636238,611,France,Male,40,1,2,0,102547.6,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15689147,652,France,Female,40,1,2,0,126555,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15730397,739,Spain,Male,40,1,1,109681.6,193321.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15578809,651,Germany,Male,40,1,2,134760.2,174434.1,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,2-3 Products
15576360,600,France,Male,40,1,1,141136.8,67803.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15668385,642,France,Male,40,1,1,154863.1,138052.5,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15671630,796,Germany,Female,40,1,1,99745.9,177524.2,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15760825,604,France,Female,40,1,2,0,123207.2,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15720305,591,Spain,Female,40,1,1,86376.3,136767.2,FALSE,TRUE,TRUE,Mid-Age,Average Balance,New,1 Product
15705034,691,Spain,Male,40,1,2,0,145613.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15708162,565,Germany,Female,40,1,2,89994.7,121084.3,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15644361,702,France,Female,40,1,1,103549.2,9712.5,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15713949,850,France,Male,40,1,1,76914.2,174183.4,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15711843,613,Germany,Male,40,1,3,147856.8,107961.1,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,2-3 Products
15660768,604,France,Male,40,1,1,84315,36209.1,FALSE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15589924,577,Spain,Female,40,1,2,0,108787,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15600357,495,France,Female,40,1,2,140197.7,150720.4,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15725882,618,Germany,Female,40,1,2,133245.5,54495.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15658364,807,Germany,Female,40,1,1,134590.2,46253.7,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15730590,738,Germany,Female,40,1,2,115409.2,180456.8,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15709199,511,Spain,Female,40,1,1,0,184118.7,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15585855,679,France,Male,40,1,1,0,16897.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15577771,453,Germany,Female,40,1,1,111524.5,120373.8,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15580579,490,France,Female,40,1,1,0,49594.2,TRUE,TRUE,TRUE,Mid-Age,No Balance,New,1 Product
15654760,811,France,Male,40,1,1,101514.9,121765,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15750970,500,Spain,Male,40,1,1,99004.2,152846,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15708139,575,France,Female,40,1,1,139532.3,181294.4,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15774258,678,France,Male,40,1,2,0,187343.4,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15727291,821,France,Female,40,1,2,0,194273.1,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15769955,683,France,Female,40,1,2,0,75762,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15774328,606,Germany,Male,40,1,2,144758,166656.2,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15666200,689,France,Female,40,1,2,0,119446.6,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15599211,707,France,Male,40,1,2,0,14090.4,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,2-3 Products
15812534,455,France,Male,40,1,3,0,129975.3,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15572114,673,Spain,Male,40,1,1,121629.2,3258.6,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15744295,756,France,Male,40,1,1,94773.1,114279.6,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15580462,607,Spain,Male,40,1,1,112544.4,19842.2,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15621021,687,Spain,Female,40,1,2,0,8207.4,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15647311,608,Spain,Female,41,1,1,83807.9,112542.6,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15698028,506,France,Female,41,1,2,0,31766.3,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15633950,737,France,Male,41,1,1,101960.7,123547.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15763218,661,France,Female,41,1,2,0,131300.7,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15566211,616,Germany,Female,41,1,1,103560.6,236.4,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15804610,601,France,Female,41,1,2,0,160607.1,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15775803,841,Spain,Male,41,1,2,0,193093.8,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15731890,601,France,Male,41,1,1,123971.2,172815,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15709928,567,Spain,Female,41,1,2,0,3414.7,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15726403,660,Germany,Male,41,1,1,129901.2,26025.6,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15766776,576,France,Male,41,1,1,0,188274.6,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15757632,496,France,Female,41,1,2,176024,182338,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15723717,483,Germany,Male,41,1,1,118334.4,163148,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15627630,599,France,Female,41,1,2,0,96069.8,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15689492,850,Germany,Male,41,1,2,176958.5,125806.3,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15745452,651,Germany,Male,41,1,1,90218.1,174337.7,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15668323,678,France,Female,41,1,1,143443.6,196622.3,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15581526,574,France,Male,41,1,2,0,70550,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15745030,809,Germany,Male,41,1,2,79706.3,165675,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15690540,684,Spain,Female,41,1,1,134177.1,177506.7,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15794941,647,Germany,Female,41,1,3,85906.6,189160,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15718843,769,Spain,Male,41,1,1,72509.9,25723.7,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15655389,638,France,Male,41,1,1,131762.9,47675.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15720353,553,France,Male,41,1,2,0,90607.3,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15808223,615,Spain,Male,41,1,1,126773.4,55551.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15727857,635,Spain,Male,41,1,2,0,175611.5,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15699753,590,France,Male,41,1,1,89086.3,24500,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15781347,600,France,Female,41,1,2,0,91193.6,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15576124,582,France,Male,41,1,1,40488.8,128528.8,TRUE,FALSE,FALSE,Mid-Age,Low Balance,New,1 Product
15792862,653,Germany,Male,41,1,1,104584.1,15126.3,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15810390,718,France,Female,41,1,2,0,27509.5,FALSE,TRUE,TRUE,Mid-Age,No Balance,New,2-3 Products
15807245,699,Germany,Female,41,1,2,200117.8,94142.4,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15569590,601,Germany,Male,42,1,1,98495.7,40014.8,TRUE,FALSE,TRUE,Mid-Age,Average Balance,New,1 Product
15644200,807,Spain,Female,42,1,1,0,16500.7,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15670823,651,Germany,Female,42,1,1,116646.8,44731.8,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15719309,670,France,Female,42,1,2,115961.6,29483.9,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15775082,749,France,Male,42,1,2,129776.7,143538.5,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15731478,712,France,Female,42,1,1,87843,92223.6,FALSE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15750466,790,Germany,Male,42,1,1,85839.6,198182.7,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15710366,569,Spain,Female,42,1,1,0,83629.6,TRUE,TRUE,TRUE,Mid-Age,No Balance,New,1 Product
15635240,553,France,Male,42,1,2,0,23822,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15727696,592,France,Male,42,1,2,147249.3,63023,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15657163,623,Germany,Male,42,1,2,149332.5,100834.2,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15771509,538,Germany,Female,42,1,2,98548.6,94047.8,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15811970,653,France,Female,42,1,2,0,5768.3,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15633516,526,France,Male,42,1,1,0,168486,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15646490,537,Spain,Male,42,1,1,190569.2,127154.8,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15752885,529,France,Male,42,1,1,157498.9,82276.6,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15807167,635,France,Male,42,1,2,146766.7,164357.1,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15734005,633,France,Female,42,1,2,0,56865.6,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15801832,684,Germany,Male,42,1,1,117691,23135.7,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15642515,620,France,Female,42,1,2,0,65565.9,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15712930,587,France,Male,42,1,1,0,123006.9,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15632185,663,France,Female,42,1,2,82228.7,71359.8,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15575399,480,France,Female,42,1,2,152160.2,101778.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15579526,551,France,Male,42,1,1,50194.6,23399.6,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15680643,729,Spain,Female,42,1,2,0,149536,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15590234,697,France,Female,42,1,1,0,1262.8,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15661409,542,France,Female,42,1,1,0,178256.6,TRUE,TRUE,TRUE,Mid-Age,No Balance,New,1 Product
15774250,532,France,Male,42,1,1,159024.7,100982.9,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15643378,744,France,Male,42,1,1,112419.9,83022.9,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15792453,602,Spain,Female,42,1,1,138912.2,139494.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15698902,547,Germany,Female,42,1,1,142703.4,86207.5,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15749265,427,Germany,Male,42,1,1,75681.5,57098,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15720083,554,Spain,Male,42,1,2,0,183492.9,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15723484,669,Germany,Female,42,1,1,103873.4,148611.5,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15744914,539,Germany,Male,42,1,1,177728.5,105013.6,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15739692,679,France,Male,42,1,2,0,71823.1,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15760861,619,France,Male,43,1,1,125211.9,113410.5,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15659366,807,France,Male,43,1,2,105799.3,34888,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,2-3 Products
15707362,514,Germany,Male,43,1,1,95556.3,199274,FALSE,TRUE,TRUE,Mid-Age,Average Balance,New,1 Product
15688251,767,France,Male,43,1,2,76408.9,77837.6,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15657386,712,Germany,Male,43,1,2,141749.7,90905.3,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15609562,774,Spain,Female,43,1,1,116360.1,17004.1,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
